#Operacion,Partida,Descripcion,Tercero,NIF,Imp Oper,Imp Liq,FechaOp,SIGLASOPER
201500006174, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2015-02-10,RP
201500006280, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2015-02-10,RP
201500006097, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,434.88,434.88,2015-02-10,RPPA
201500006092, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,416.24,416.24,2015-02-10,RPPA
201500006106, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,416.24,416.24,2015-02-10,RPPA
201500006112, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,416.24,416.24,2015-02-10,RPPA
201500006262, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,135.0,135.0,2015-02-10,RP
201500006103, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,416.24,416.24,2015-02-10,RPPA
201500006272, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2015-02-10,RP
201500006105, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,416.24,416.24,2015-02-10,RPPA
201500006120, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,385.18,385.18,2015-02-10,RP
201500006098, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,416.24,416.24,2015-02-10,RPPA
201500006150, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,210.0,210.0,2015-02-10,RP
201500006137, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RP
201500006304, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,434.88,434.88,2015-02-10,RP
201500006099, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,363.56,363.56,2015-02-10,RPPA
201500006226, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2015-02-10,RP
201500006115, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006315, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2015-02-10,RP
201500006255, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2015-02-10,RP
201500006183, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,416.24,416.24,2015-02-10,RP
201500006197, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,100.0,100.0,2015-02-10,RP
201500006085, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006261, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,120.0,120.0,2015-02-10,RP
201500006213, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2015-02-10,RP
201500006204, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2015-02-10,RP
201500006088, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006102, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006096, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,434.88,434.88,2015-02-10,RPPA
201500006107, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,385.18,385.18,2015-02-10,RPPA
201500006083, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,483.8,483.8,2015-02-10,RPPA
201500006108, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,472.16,472.16,2015-02-10,RPPA
201500006110, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006087, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006090, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,434.88,434.88,2015-02-10,RPPA
201500006084, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006089, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,472.16,472.16,2015-02-10,RPPA
201500006081, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006325, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2015-02-10,RP
201500006114, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-10,RPPA
201500006233, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,130.0,130.0,2015-02-10,RP
201500006175, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2015-02-10,RP
201500006086, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,434.88,434.88,2015-02-10,RPPA
201500006095, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,434.88,434.88,2015-02-10,RPPA
201500006201, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,120.0,120.0,2015-02-10,RP
201500006165, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2015-02-10,RP
201500006200, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,120.0,120.0,2015-02-10,RP
201500006101, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,424.88,424.88,2015-02-10,RPPA
201500006326, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,120.0,120.0,2015-02-11,RP
201500006276, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,100.0,100.0,2015-02-11,RP
201500006404, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,361.02,361.02,2015-02-11,RP
201500006486, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,321.67,321.67,2015-02-11,RP
201500006494, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2015-02-11,RP
201500006390, 2015/N/470/23123/480/,RENTA  GARANTIZADA  ENERO,PERSONA FISICA,PERSONA FISICA,453.52,453.52,2015-02-11,RP
201500006522, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO,PERSONA FISICA,PERSONA FISICA,150.0,150.0,2015-02-12,RP
201500006490, 2015/N/470/23122/480/,AYUDA SOCIAL ENERO 2015,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2015-02-12,RP
201500006575, 2015/N/160/132/12000/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1109.05,1109.05,2015-02-12,RP
201500006576, 2015/N/160/132/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,3835.92,3835.92,2015-02-12,RP
201500006577, 2015/N/160/132/12003/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,30217.95,30217.95,2015-02-12,RP
201500006578, 2015/N/160/132/12004/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,599.25,599.25,2015-02-12,RP
201500006579, 2015/N/160/132/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,6515.36,6515.36,2015-02-12,RP
201500006580, 2015/N/160/132/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,23645.47,23645.47,2015-02-12,RP
201500006581, 2015/N/160/132/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,47262.31,47262.31,2015-02-12,RP
201500006582, 2015/N/160/132/151/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,3613.38,3613.38,2015-02-12,RP
201500006583, 2015/N/160/151/12000/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,5545.25,5545.25,2015-02-12,RP
201500006584, 2015/N/160/151/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,4651.05,4651.05,2015-02-12,RP
201500006585, 2015/N/160/151/12003/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2160.06,2160.06,2015-02-12,RP
201500006586, 2015/N/160/151/12004/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1198.5,1198.5,2015-02-12,RP
201500006587, 2015/N/160/151/12005/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,548.47,548.47,2015-02-12,RP
201500006588, 2015/N/160/151/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2536.63,2536.63,2015-02-12,RP
201500006589, 2015/N/160/151/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,9142.87,9142.87,2015-02-12,RP
201500006590, 2015/N/160/151/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,15489.3,15489.3,2015-02-12,RP
201500006591, 2015/N/160/151/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,459.74,459.74,2015-02-12,RP
201500006592, 2015/N/160/1521/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,958.98,958.98,2015-02-12,RP
201500006593, 2015/N/160/1521/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,582.92,582.92,2015-02-12,RP
201500006594, 2015/N/160/1521/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1003.19,1003.19,2015-02-12,RP
201500006595, 2015/N/160/1533/12003/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,720.02,720.02,2015-02-12,RP
201500006596, 2015/N/160/1533/12004/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,7790.25,7790.25,2015-02-12,RP
201500006597, 2015/N/160/1533/12005/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,6033.17,6033.17,2015-02-12,RP
201500006598, 2015/N/160/1533/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2279.62,2279.62,2015-02-12,RP
201500006599, 2015/N/160/1533/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,8997.22,8997.22,2015-02-12,RP
201500006600, 2015/N/160/1533/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,17882.01,17882.01,2015-02-12,RP
201500006601, 2015/N/160/1533/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,3317.14,3317.14,2015-02-12,RP
201500006602, 2015/N/160/1533/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2025.0,2025.0,2015-02-12,RP
201500006603, 2015/N/160/1533/151/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2068.56,2068.56,2015-02-12,RP
201500006605, 2015/N/160/164/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,40.41,40.41,2015-02-12,RP
201500006606, 2015/N/160/164/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,915.03,915.03,2015-02-12,RP
201500006607, 2015/N/160/164/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2288.76,2288.76,2015-02-12,RP
201500006608, 2015/N/160/164/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,97.87,97.87,2015-02-12,RP
201500006609, 2015/N/160/170/12000/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1109.05,1109.05,2015-02-12,RP
201500006610, 2015/N/160/170/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,958.98,958.98,2015-02-12,RP
201500006611, 2015/N/160/170/12004/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1319.27,1319.27,2015-02-12,RP
201500006612, 2015/N/160/170/12005/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,548.47,548.47,2015-02-12,RP
201500006613, 2015/N/160/170/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,664.9,664.9,2015-02-12,RP
201500006614, 2015/N/160/170/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2420.62,2420.62,2015-02-12,RP
201500006615, 2015/N/160/170/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,4333.55,4333.55,2015-02-12,RP
201500006616, 2015/N/160/170/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,77.4,77.4,2015-02-12,RP
201500006617, 2015/N/160/23101/12005/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,548.47,548.47,2015-02-12,RP
201500006618, 2015/N/160/23102/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,53.88,53.88,2015-02-12,RP
201500006619, 2015/N/160/23101/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,305.01,305.01,2015-02-12,RP
201500006620, 2015/N/160/23101/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,876.99,876.99,2015-02-12,RP
201500006621, 2015/N/160/23102/12000/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2218.1,2218.1,2015-02-12,RP
201500006622, 2015/N/160/23102/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,958.98,958.98,2015-02-12,RP
201500006623, 2015/N/160/23102/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,473.33,473.33,2015-02-12,RP
201500006624, 2015/N/160/23102/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1979.32,1979.32,2015-02-12,RP
201500006625, 2015/N/160/23102/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,3314.92,3314.92,2015-02-12,RP
201500006626, 2015/N/160/23103/12005/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2742.35,2742.35,2015-02-12,RP
201500006627, 2015/N/160/23103/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,161.64,161.64,2015-02-12,RP
201500006628, 2015/N/160/23103/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1525.05,1525.05,2015-02-12,RP
201500006629, 2015/N/160/23103/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,3549.4,3549.4,2015-02-12,RP
201500006630, 2015/N/160/23104/13000/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1501.48,1501.48,2015-02-12,RP
201500006632, 2015/N/160/23104/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1463.08,1463.08,2015-02-12,RP
201500006633, 2015/N/160/23106/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,958.98,958.98,2015-02-12,RP
201500006634, 2015/N/160/23105/12004/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1549.42,1549.42,2015-02-12,RP
201500006635, 2015/N/160/23105/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,231.53,231.53,2015-02-12,RP
201500006636, 2015/N/160/23105/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1718.97,1718.97,2015-02-12,RP
201500006637, 2015/N/160/23105/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2696.68,2696.68,2015-02-12,RP
201500006638, 2015/N/160/23105/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,75.0,75.0,2015-02-12,RP
201500006639, 2015/N/160/23106/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,958.98,958.98,2015-02-12,RP
201500006640, 2015/N/160/23106/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,130.62,130.62,2015-02-12,RP
201500006641, 2015/N/160/23106/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,582.92,582.92,2015-02-12,RP
201500006642, 2015/N/160/23106/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,831.57,831.57,2015-02-12,RP
201500006643, 2015/N/160/23106/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,300.0,300.0,2015-02-12,RP
201500006644, 2015/N/160/23107/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,958.98,958.98,2015-02-12,RP
201500006645, 2015/N/160/23107/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,209.55,209.55,2015-02-12,RP
201500006646, 2015/N/160/23107/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,698.2,698.2,2015-02-12,RP
201500006647, 2015/N/160/23109/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,979.12,979.12,2015-02-12,RP
201500006648, 2015/N/160/23107/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,75.0,75.0,2015-02-12,RP
201500006649, 2015/N/160/23108/12004/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,599.25,599.25,2015-02-12,RP
201500006650, 2015/N/160/23108/12005/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,548.47,548.47,2015-02-12,RP
201500006651, 2015/N/160/23108/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,121.23,121.23,2015-02-12,RP
201500006652, 2015/N/160/23108/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,699.8,699.8,2015-02-12,RP
201500006653, 2015/N/160/23108/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1315.01,1315.01,2015-02-12,RP
201500006654, 2015/N/160/23108/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2499.23,2499.23,2015-02-12,RP
201500006655, 2015/N/160/23109/12000/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1109.05,1109.05,2015-02-12,RP
201500006656, 2015/N/160/23109/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,5082.78,5082.78,2015-02-12,RP
201500006657, 2015/N/160/23109/12004/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,13777.66,13777.66,2015-02-12,RP
201500006659, 2015/N/160/23109/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2594.05,2594.05,2015-02-12,RP
201500006660, 2015/N/160/23109/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,17155.49,17155.49,2015-02-12,RP
201500006661, 2015/N/160/23109/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,33091.78,33091.78,2015-02-12,RP
201500006662, 2015/N/160/23109/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,4689.34,4689.34,2015-02-12,RP
201500006663, 2015/N/160/23109/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,150.0,150.0,2015-02-12,RP
201500006664, 2015/N/160/23109/151/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,5581.62,5581.62,2015-02-12,RP
201500006665, 2015/N/160/23110/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,20430.47,20430.47,2015-02-12,RP
201500006666, 2015/N/160/23111/12000/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2218.1,2218.1,2015-02-12,RP
201500006667, 2015/N/160/23111/12001/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,5686.75,5686.75,2015-02-12,RP
201500006668, 2015/N/160/23111/12006/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,1543.44,1543.44,2015-02-12,RP
201500006669, 2015/N/160/23111/12100/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,5123.67,5123.67,2015-02-12,RP
201500006670, 2015/N/160/23111/12101/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,7907.33,7907.33,2015-02-12,RP
201500006671, 2015/N/160/23111/150/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,793.54,793.54,2015-02-12,RP
201500006672, 2015/N/160/24105/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,2872.89,2872.89,2015-02-12,RP
201500006673, 2015/N/160/24106/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,3062.06,3062.06,2015-02-12,RP
201500006674, 2015/N/160/24107/131/,NOMINA MES: eneroPAGA: NOMINA GENERAL,TESORERIA (CAJA PAGADORA DE NOMINAS),TESORERIA,3062.06,3062.06,2015-02-12,RP
