#Operacion,Partida,Descripcion,Tercero,NIF,Imp Oper,Imp Liq,FechaOp,SIGLASOPER
201400022964, 2014/N/220/9200/22100/,SUMINISTRO LUZ JOSE A. RODRIGUEZ SANCHEZ FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,2500.32,2500.32,2014-04-23,RPPA
201400022965, 2014/N/220/9200/22100/,SUMINISTRO LUZ AV D'ARCADI GARCIA I SANZ FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,830.97,830.97,2014-04-23,RPPA
201400022966, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 16/01/14 AL 14/02/14 PZA GOMEZ FERRERE S/N.,GAS NATURAL SERVICIOS SDG SA,A08431090,1525.62,1525.62,2014-04-23,RPPA
201400022967, 2014/N/220/9200/22100/,SUMINISTRO LUZ URBANIZACION TENIS 13 BJ FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,543.47,543.47,2014-04-23,RPPA
201400022968, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 16/01/14 AL 13/02/2014 HONORIO GARCIA 11 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,1447.14,1447.14,2014-04-23,RPPA
201400022969, 2014/N/220/9200/22100/,SUMINISTRO LUZ COL SAN ANTONIO 0015 BJ FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,0.02,0.02,2014-04-23,RPPA
201400022970, 2014/N/220/9200/22100/,SUMINISTRO LUZ COL SAN ANTONIO 0016 BJ FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,0.01,0.01,2014-04-23,RPPA
201400022971, 2014/N/220/9200/22100/,SUMINISTRO LUZ SAN JOSE 0002 01 FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,24.16,24.16,2014-04-23,RPPA
201400022972, 2014/N/220/9200/22100/,SUMINISTRO LUZ COL. SAN ANTONIO 0016 BJ FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,1560.65,1560.65,2014-04-23,RPPA
201400022973, 2014/N/220/9200/22100/,SUMINISTRO ELEC.DEL 14/09/2014 AL 16/10/2014 INSTITUTO 0012,GAS NATURAL SERVICIOS SDG SA,A08431090,1694.47,1694.47,2014-04-23,RPPA
201400022974, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 17/10/2013 AL 18/11/2013 INSTITUTO12,GAS NATURAL SERVICIOS SDG SA,A08431090,1614.83,1614.83,2014-04-23,RPPA
201400022975, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 19/11/2013 AL 13/12/2013 INSTITUTO0012,GAS NATURAL SERVICIOS SDG SA,A08431090,1317.19,1317.19,2014-04-23,RPPA
201400022976, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 14/12/2013 AL 16/01/2014,GAS NATURAL SERVICIOS SDG SA,A08431090,1540.77,1540.77,2014-04-23,RPPA
201400022977, 2014/N/220/9200/22100/,SUMINISTRO LUZ AV JAUME I 0010 01 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,683.58,683.58,2014-04-23,RPPA
201400022978, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 16/01/14 AL 14/02/14 EN XACO 0043 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,899.07,899.07,2014-04-23,RPPA
201400022979, 2014/N/220/9200/22100/,"SUMINISTRO LUZ  AV JAUME I, 0010 01 FEBRERO 2014",GAS NATURAL SERVICIOS SDG SA,A08431090,1378.78,1378.78,2014-04-23,RPPA
201400022980, 2014/N/220/9200/22100/,SUMINISTRO LUZ C7 LLOSA 0003 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,2404.77,2404.77,2014-04-23,RPPA
201400022981, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO 16/01/14AL 14/02/14 TRES CARB. 0015,GAS NATURAL SERVICIOS SDG SA,A08431090,1355.08,1355.08,2014-04-23,RPPA
201400022982, 2014/N/220/9200/22100/,SUMINISTRO LUZ MAESTRO RODRIGO 0015 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,763.59,763.59,2014-04-23,RPPA
201400022983, 2014/N/220/9200/22100/,SUMINISTRO LUZ PLAZA PARC 0008 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,245.16,245.16,2014-04-23,RPPA
201400022984, 2014/N/220/9200/22100/,SUMINISTRO LUZ PAZ 0002 BJ FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,437.92,437.92,2014-04-23,RPPA
201400022985, 2014/N/220/9200/22100/,SUMINISTRO LUZ  RINCON RAMBLA0013 BJ FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,1171.27,1171.27,2014-04-23,RPPA
201400022986, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 17/01/14 AL 17/02/14 EN OCTAVI TENI ORENGA S-N,GAS NATURAL SERVICIOS SDG SA,A08431090,3582.39,3582.39,2014-04-23,RPPA
201400022987, 2014/N/220/9200/22100/,SUMINISTRO LUZ COL SAN ANTONIO 0110 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,523.14,523.14,2014-04-23,RPPA
201400022988, 2014/N/220/9200/22100/,SUMINISTRO LUZ C 0014 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,610.89,610.89,2014-04-23,RPPA
201400022989, 2014/N/220/9200/22100/,SUMINISTRO LUZ SANCHIS TARAZONA 0037 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,206.11,206.11,2014-04-23,RPPA
201400022990, 2014/N/220/9200/22100/,SUMINISTRO LUZ SEGARRA 0035 02 CA-LE FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,2831.11,2831.11,2014-04-23,RPPA
201400022991, 2014/N/220/9200/22100/,SUMINISTRO LUZ AVD SUROESTE 0039 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,1260.84,1260.84,2014-04-23,RPPA
201400022992, 2014/N/220/9200/22100/,SUMINISTRO LUZ TOLEDO 0030 FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,1634.14,1634.14,2014-04-23,RPPA
201400022993, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 17/01/2014 AL 17/02/14 OCTAVI TEN ORENGA 0060,GAS NATURAL SERVICIOS SDG SA,A08431090,708.06,708.06,2014-04-23,RPPA
201400022994, 2014/N/220/9200/22100/,SUMINISTRO LUZ UNION 0010 01 PR-OX FEBRERO 2014,GAS NATURAL SERVICIOS SDG SA,A08431090,310.3,310.3,2014-04-23,RPPA
201400022995, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 18/01/2014 AL 18/02/14 BELCAIRE 0103 01,GAS NATURAL SERVICIOS SDG SA,A08431090,855.89,855.89,2014-04-23,RPPA
201400022996, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DE 18/01/14 AL 18/02/14 POL.INDUSTRIALBELCAIRE 0501,GAS NATURAL SERVICIOS SDG SA,A08431090,1256.13,1256.13,2014-04-23,RPPA
201400022997, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 18/01/14 AL 18/02/14 POL.INDUSTRIAL BELCAIRE 0901 02,GAS NATURAL SERVICIOS SDG SA,A08431090,578.03,578.03,2014-04-23,RPPA
201400022998, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 17/01/14 AL 14/02/14 TORRASA 0010 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,207.87,207.87,2014-04-23,RPPA
201400022999, 2014/N/220/9200/22100/,SUMINISTRO LUZ MEZQUITA 0001 ALUMB. FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,759.71,759.71,2014-04-23,RPPA
201400023000, 2014/N/220/9200/22100/,SUMINISTRO LUZ MEZQUITA 0002 ALUMB. FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,1187.16,1187.16,2014-04-23,RPPA
201400023001, 2014/N/220/9200/22100/,SUMINISTRO LUZ POZO 0003 001 01 FEBRERO,GAS NATURAL SERVICIOS SDG SA,A08431090,984.49,984.49,2014-04-23,RPPA
201400023002, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 17/01/14 AL 17/02/14 EN FCO.FUERTES ANTONINO 8 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,1254.37,1254.37,2014-04-23,RPPA
201400023003, 2014/N/220/9200/22100/,SUMINISTRO ELECTRICO DEL 16/01/14 AL 14/02/2014 PARAJE EL CRISTAL 699 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,2033.28,2033.28,2014-04-23,RPPA
201400023004, 2014/N/220/9200/22100/,"SUMINISTRO ENERGIA ELECTRICA AVDA. AGRICULTOR, 39 BJ FEBRERO   2014",GAS NATURAL SERVICIOS SDG SA,A08431090,38.9,38.9,2014-04-23,RPPA
201400022890, 2014/N/220/9200/212/,SUMINISTRO,SOCIEDAD DE FOMENTO AGRICOLA (FACSA),A12000022,448.55,448.55,2014-04-23,RPPA
201400023010, 2014/N/160/9200/22699/,BASES BOLSA TRABAJO,PROMOCIONES Y EDICIONES CULTURALES S.A.,A12046728,290.4,290.4,2014-04-23,RPPA
201400023011, 2014/N/160/9200/22699/,PEON CEMENTERIO,PROMOCIONES Y EDICIONES CULTURALES S.A.,A12046728,290.4,290.4,2014-04-23,RPPA
201400022827, 2014/N/320/24133/22199/,COMERCIAL HERVALL MATERIAL LAMPARA,"COMERCIAL HERVALL, S.A.",A12060687,54.76,54.76,2014-04-23,RPPA
201400022894, 2014/N/220/155/210/,"TUERCAS AUTOBLOCANTES, ARANDELAS PLANAS, VARILLAS, BROCA. PARA JUEGOS Y MOBILIARIO URBANOEN PL. CIRCO Y PL. TOLEDO","COMERCIAL HERVALL, S.A.",A12060687,235.41,235.41,2014-04-23,RPPA
201400022895, 2014/N/220/155/210/,ARENA MEZCLA Y PLANCHE PARA OBRAS EN VIAS PUBLICAS,CALES DE LA PLANA S.A.,A12086807,248.2,248.2,2014-04-23,RPPA
201400023005, 2014/N/190/342/212/,FACT.Nº14FVEO00031 DE FEBRERO 14* CALIZA PARA PISTA PETANCA TOLEDO,CALES DE LA PLANA S.A.,A12086807,216.03,216.03,2014-04-23,RPPA
201400023007, 2014/N/220/155/210/,ARENA MEZCLA PARA OBRAS EN VIAS PUBLICAS,CALES DE LA PLANA S.A.,A12086807,192.58,192.58,2014-04-23,RPPA
201400022704, 2014/N/220/165/210/,FRA Nº461N140022 ENERO 14 MANTENIMIENTO INSTALACIONES ALUMBRADO PUBLICO ENERO 2014,"IMESAPI, S.A.",A28010478,38558.49,38558.49,2014-04-23,RPPA
201400022888, 2014/N/220/9200/632/,LEGALIZACION INSTALACION ELECTRICA DEL LOCAL SITO EN BAJO 2BLOQUE LA MOLETA,"IMESAPI, S.A.",A28010478,1512.5,1512.5,2014-04-23,RPPA
201400023021, 2014/N/220/9200/212/,LEGALIZACION INSTALACION ELECTRICA LOCAL DE PUBLICA CONCURRENCIA EN AVDA. JAIME I 21 MEDIO AMBIENTE,"IMESAPI, S.A.",A28010478,2541.0,2541.0,2014-04-23,RPPA
201400022697, 2014/N/220/9200/212/,FRA Nº3A87266M JULIO 2013 MANTENIMIENTO ASCENSORES DEL 1 ABRIL AL 30 JUNIO 2013,ZARDOYA OTIS S.A.,A28011153,2987.18,2987.18,2014-04-23,RPPA
201400022698, 2014/N/220/9200/212/,FRA Nº3C35552M OCTUBRE 2013 MTO ASCENSORES PERIODO DE 1 DE JULIO AL 30 SEPTIEMBRE 2013,ZARDOYA OTIS S.A.,A28011153,2987.18,2987.18,2014-04-23,RPPA
201400022699, 2014/N/220/9200/212/,FRA Nº4A00693M ENERO 2014 MTO ASCENSORES PERIODO 1 OCTUBRE AL 31 DICIEMBRE 2013,ZARDOYA OTIS S.A.,A28011153,2987.18,2987.18,2014-04-23,RPPA
201400022700, 2014/N/220/9200/212/,FRA Nº2605135A NOVIEMBRE 2013 INTERVENCION 24.10.13 SUSTITUIR TUBOS FLOURESCENTES POR TUBOS LED LES LLIMERES,ZARDOYA OTIS S.A.,A28011153,96.8,96.8,2014-04-23,RPPA
201400022701, 2014/N/220/9200/212/,FRA Nº2605136A NOV 13 MANTENIMIENTO ASCENSOR CP CERVANTES PERIODO 1 DE ENERO AL 14 ENERO 2013,ZARDOYA OTIS S.A.,A28011153,74.57,74.57,2014-04-23,RPPA
201400022702, 2014/N/220/9200/212/,FRA Nº2605137A NOV 2013 MANTENIMEINTO ASCENSOR C.S. SAN ANTONIO PERIODO DEL 1 ENERO AL 14 DE ENERO 2013,ZARDOYA OTIS S.A.,A28011153,107.36,107.36,2014-04-23,RPPA
201400022703, 2014/N/220/9200/212/,FRA Nº2605138A NOV 13 MANTENIMIENTO ASCENSOR MERCADO MUNICIPAL PERIODO DEL 1 ENERO AL 14 DE ENERO DE 2013,ZARDOYA OTIS S.A.,A28011153,60.08,60.08,2014-04-23,RPPA
201400022885, 2014/N/220/9200/212/,FRA Nº2603229A OTIS INSTALACION PANTALLA ALUMBRADO EN ASCENSOR CENTRO SOCIAL COL SAN ANTONIO,ZARDOYA OTIS S.A.,A28011153,147.5,147.5,2014-04-23,RPPA
201400022886, 2014/N/220/9200/212/,FRA Nº2603280A OTIS AJUSTAR FOTOCELULA DOBLADA POR GOLPE EN ASCENSOR MERCADO MUNICIPAL,ZARDOYA OTIS S.A.,A28011153,53.1,53.1,2014-04-23,RPPA
201400022889, 2014/N/320/430/213/,FACTURACION INSPECCION PERIODICA ASCENSORES MERCAT CONTRATOTLK33,ZARDOYA OTIS S.A.,A28011153,1933.85,1933.85,2014-04-23,RPPA
201400022843, 2014/N/470/2335/22103/,FACT.Nº 92240011 DE FEBRERO 14CUOTA ALQUILER Y MANTENIMIENTO CALEFACCION,REPSOL BUTANO,A28076420,48.84,48.84,2014-04-23,RPPA
201400023017, 2014/N/160/9200/224/,"SE RTE. COMUNICACION DE PROXIMA FECHA DE RENOVACION DE POLIZA 0006649300067, DEL SEGURO DEL VEHICULO NISSAN CABSTAR TL 1","MAPFRE FAMILIAR, COMPAÑIA DE SEGUROS Y REASEGUROS , S.A.",A28141935,449.82,449.82,2014-04-23,RPPA
201400023018, 2014/N/160/9200/224/,SEGURO CS3358 AS DEL 3/04/14 AL 3/04/15 SEAT INCA BRIGADA M,"MAPFRE FAMILIAR, COMPAÑIA DE SEGUROS Y REASEGUROS , S.A.",A28141935,293.75,293.75,2014-04-23,RPPA
201400023019, 2014/N/160/9200/224/,SEGURO E5376BDB DEL 11/04/14 AL 11/04/15,"MAPFRE FAMILIAR, COMPAÑIA DE SEGUROS Y REASEGUROS , S.A.",A28141935,99.14,99.14,2014-04-23,RPPA
201400022752, 2014/N/160/9200/224/,RECIBO Nº 565469237 IMPUESTO PRIMA SEGURO RESPONSABILIDAD CIVIL,MAPFRE SEGUROS DE EMPRESA,A28725331,275.49,275.49,2014-04-23,RPPA
201400022712, 2014/N/240/170/22799/,FACTURA Nº ITB3-10/10262 DE NOVIEMBRE 2013* TRANSPORTE CONTENEDORES BOLSAS NEFROVALL,FCC AMBITO S.A.,A28900975,330.0,330.0,2014-04-23,RPPA
201400022713, 2014/N/240/170/22799/,FACTURA Nº ITB3-10/10015 DE ENERO 2014* TRANSPORTE CONTENEDORES BOLSAS NEFROVALL,FCC AMBITO S.A.,A28900975,412.5,412.5,2014-04-23,RPPA
201400022717, 2014/N/240/170/22799/,FACTURA Nº ITB3-10/10041 DE FEBRERO 2014* TRANSPORTE CONTENEDORES BOLSAS NEFROVALL,FCC AMBITO S.A.,A28900975,330.0,330.0,2014-04-23,RPPA
201400022751, 2014/N/160/9200/22000/,LA LEY DIGITAL CLAVE/LICENCIASUSCRIPCION PERIODO 02-2014 A01-2015 - SUSCRIPCION ADICIONAL PERIODO 2-2014 A 01-2015 PAR,WOLTERS KLUWER S.A.,A58417346,3570.95,3570.95,2014-04-23,RPPA
201400022721, 2014/N/170/132/214/,FACT. TC14 123 FEBRERO 14REPARA M6 POLICIA,AUTOVALL S.L.,B12074076,210.54,210.54,2014-04-23,RPPA
201400022884, 2014/N/220/155/624/,ADQUISICION VEHICULO OCASION CON DESTINO BRIGADA MUNICIPAL NISSAN CABSTAR 6214-GJP,AUTOVALL S.L.,B12074076,11858.0,11858.0,2014-04-23,RPPA
201400022720, 2014/N/301/932/22201/,FACTURA Nº 33072/A DE FEBRERONOTIFICACION RECAUDACION SERVICIO DE DISTRIBUCION DE CORRESPONDENCIA,VALLSEREX SL.,B12206868,437.29,437.29,2014-04-23,RPPA
201400022754, 2014/N/160/9200/22201/,CORRESPONDENCIA REGISTRO Y JUZGADO FEBRERO 2014,VALLSEREX SL.,B12206868,246.37,246.37,2014-04-23,RPPA
201400023022, 2014/N/301/932/22201/,SERVICIO DE DISTRIBUCIÓN DE CORRESPONDENCIA FEBRERO 2014. NOTIFICACIONES RECAUDACION.,VALLSEREX SL.,B12206868,218.65,218.65,2014-04-23,RPPA
201400023023, 2014/N/301/932/22201/,SERVICIO DE DISTRIBUCION CORRESPONDENCIA 2014. VADOS Y VEHÍCULOS.,VALLSEREX SL.,B12206868,2303.83,2303.83,2014-04-23,RPPA
201400023024, 2014/N/301/932/22201/,SERVICIO DISTRIBUCION CORRESPONDENCIA FEBRERO 2014 NOTIFICADORES NOTIFICACIONES,VALLSEREX SL.,B12206868,264.06,264.06,2014-04-23,RPPA
201400022722, 2014/N/170/132/22799/,FACT. 0140000007  ENERO 14PRACTICAS DE TIRO POLICIA,"ARMERIA RAUL, S.L.",B12209698,593.0,593.0,2014-04-23,RPPA
201400022904, 2014/N/190/342/212/,FACT.NºA/53 DE FEBRERO 14* TAPAJUNTAS PARA EL POLIDEPORTIVO,"FERRETERIA JOSE SALVADOR, S.L.",B12222527,6.99,6.99,2014-04-23,RPPA
201400022887, 2014/N/240/170/22799/,CONTROL AMBIENTAL INFRAESTRUCTURAS VERTEDERO GARRUT ENERO 14 2014,INVESTIGACION Y PROYECTOS MEDIOAMBIENTALES S.L.,B12227492,1140.4,1140.4,2014-04-23,RPPA
201400022891, 2014/N/160/9200/214/,REPARACION CHAPA. ALBARAN 90617/10/02013,TALLERES ELS POALETS S.L.,B12227534,3630.0,3630.0,2014-04-23,RPPA
201400022892, 2014/N/160/9200/214/,PUESTA A PUNTO VEHICULO- REPARACION CHAPA ALBARAN 1047- 28/11/2013,TALLERES ELS POALETS S.L.,B12227534,3025.0,3025.0,2014-04-23,RPPA
201400022835, 2014/N/480/330/212/,FACT.Nº 13098 DE NOVBRE.13REFORZAR TECHOS DESMONTABLES CON PERFILERIA Y TIRANTES CASA CULTURA,"CARMELO BLANCO, S.L.",B12229258,1657.7,1657.7,2014-04-23,RPPA
201400022736, 2014/N/450/321/22103/,FACT.Nº14A001376 DE FEBRERO 14* GASOLEO PARA CALEFACCION CEIP LA MOLETA,DISTRIBUCION CARBURANTES GONZALEZ S.L,B12299616,1815.73,1815.73,2014-04-23,RPPA
201400022744, 2014/N/450/321/22103/,FACT.Nº14001657 DE FEBRERO 14* GASOLEO PARA CALEFACCION CEIP ELEUTERIO PEREZ,DISTRIBUCION CARBURANTES GONZALEZ S.L,B12299616,1788.38,1788.38,2014-04-23,RPPA
201400022745, 2014/N/450/321/22103/,FACT.Nº14A001813 DE FEBRERO 14* GASOLEO PARA CALEFACCION CEIP CENTELLES,DISTRIBUCION CARBURANTES GONZALEZ S.L,B12299616,1834.36,1834.36,2014-04-23,RPPA
201400022896, 2014/N/220/155/22103/,GASOLEO PARA VEHICULOS BRIGADA MUNICIPAL,DISTRIBUCION CARBURANTES GONZALEZ S.L,B12299616,1289.86,1289.86,2014-04-23,RPPA
201400022914, 2014/N/450/321/22103/,FACT.Nº14A001176 DE FEBRERO 14* GASOLEO PARA CALEFACCION CEIP ROSARIO PEREZ,DISTRIBUCION CARBURANTES GONZALEZ S.L,B12299616,1781.12,1781.12,2014-04-23,RPPA
201400022735, 2014/N/170/133/210/,"FACT.NºTF20 DE FEBRERO 14* ESMALTE AMARILLO, AGUARRAS, PARA VALLAS DE SEÑALIZACION",ALBIAR LACDECOR S.L,B12361903,68.18,68.18,2014-04-23,RPPA
201400022898, 2014/N/220/155/210/,PINTURA PLASTICA BLANCA PARA PINTAR MUROS EN COLONIA SEGARRA JUNTO IGLESIA,ALBIAR LACDECOR S.L,B12361903,77.69,77.69,2014-04-23,RPPA
201400022903, 2014/N/220/9200/212/,"FIJADOR, CINTA ADHESIVA, PINTURA PLASTICA BLANCA PARA CASA DE LA DONA",ALBIAR LACDECOR S.L,B12361903,156.8,156.8,2014-04-23,RPPA
201400022742, 2014/N/320/24133/22000/,"OFICINA MATERIAL OFICINA PC656 CART, 901 COLOR","BERSAN SUMINISTROS A EMPRESAS, S.L.",B12365797,16.94,16.94,2014-04-23,RPPA
201400022749, 2014/N/160/9200/22000/,MATERIAL DE OFICINA,"BERSAN SUMINISTROS A EMPRESAS, S.L.",B12365797,269.99,269.99,2014-04-23,RPPA
201400022830, 2014/N/320/24133/22000/,CARTUCHO COLOR,"BERSAN SUMINISTROS A EMPRESAS, S.L.",B12365797,9.08,9.08,2014-04-23,RPPA
201400022829, 2014/N/500/912/22602/,TRABAJOS INFORMATIVOS ENERO 2014,"FOTO VIDEO TARSON, S.L.",B12398061,3630.0,3630.0,2014-04-23,RPPA
201400023016, 2014/N/480/330/212/,LAMPARAS 1000 W PARA EL TEATRO,EMO IBAñEZ S.L.(MONTAJES ELECTRICOS),B12424131,69.02,69.02,2014-04-23,RPPA
201400022740, 2014/N/450/321/212/,"FACT.NºCR/076690 DE FEBRERO 14* TRAPAS FUNDICION, TAPON JIMTEN, ENLACE JIMTEN, SILICONA. CEIP'S L. MINGARRO, COL. SEGARR","CONSTRUMAT VALL DE UXO, S.L.",B12485504,80.36,80.36,2014-04-23,RPPA
201400022743, 2014/N/320/24133/22199/,MATERAL DE CONSTRUCCION TALLER EMPLEO,"CONSTRUMAT VALL DE UXO, S.L.",B12485504,46.97,46.97,2014-04-23,RPPA
201400022897, 2014/N/220/155/210/,TE R7H JIMTEM 32. PARA OBRA EN PARQUE AV. ESPAÑA,"CONSTRUMAT VALL DE UXO, S.L.",B12485504,10.64,10.64,2014-04-23,RPPA
201400022908, 2014/N/470/2335/212/,"FACT.NºCR/076692 DE FEBRERO 14* TUBO PVC, TAPON PVC, CODOS, MANGUITOS PARA HOGAR SAGRADA FAMILIA","CONSTRUMAT VALL DE UXO, S.L.",B12485504,14.08,14.08,2014-04-23,RPPA
201400022909, 2014/N/190/342/212/,"FACT.NºCR/076693 DE FEBRERO 14* ASIENTO INODORO, MECANISMO DESCARGA PARA C.F. LA MOLETA Y PISTA ATLETISMO","CONSTRUMAT VALL DE UXO, S.L.",B12485504,52.15,52.15,2014-04-23,RPPA
201400022716, 2014/N/240/162/22700/,FACTURA Nº 1400001 DE ENERO 2014* RETIRADA CARTON PTA A PTA EN COMERCIOS MES DE DICIEMBRE 2013,CABRETA HIJO S.L.,B12485801,1016.42,1016.42,2014-04-23,RPPA
201400022718, 2014/N/240/162/22700/,FACTURA Nº 1400057 DE FEBRERO 2014* RETIRADA CARTON PTA A PTA EN COMERCIOS MES DE ENERO 2014,CABRETA HIJO S.L.,B12485801,860.79,860.79,2014-04-23,RPPA
201400022707, 2014/N/500/912/22601/,BOLIGRAFOS GRABADOS LOGO AYTO.PROTOCOLO,ARTES GRAFICAS DIAGO S.L.,B12518031,1458.05,1458.05,2014-04-23,RPPA
201400022828, 2014/N/500/912/22602/,Edicion rotativo informativo local febrero 14,"COMUNICACION Y MEDIOS DE LEVANTE,S.L.",B12540761,1820.0,1820.0,2014-04-23,RPPA
201400022831, 2014/N/110/432/22799/,"HOTELES INTEGRACION NT INCOMING, RENFE Y OTROS PARA TURISMO","CONICAB VIATGES, S.L.",B12548988,568.0,568.0,2014-04-23,RPPA
201400022708, 2014/N/170/133/210/,FACT.Nº11-2014 DE FEBRERO 14* BARRAS DE TUBO HIERRO PARA REPARACION VALLAS DE SEÑALIZACION,METALVALL SYSTEM SL,B12680260,163.35,163.35,2014-04-23,RPPA
201400022899, 2014/N/220/155/210/,BALDOSAS 40X40 MOD. PIEDRA LAVADA. PARA OBRAS EN VIAS PUBLICAS,DECOTRENC SL,B12717922,736.16,736.16,2014-04-23,RPPA
201400022725, 2014/N/170/132/22103/,FACT. 6  ENERO 14GASOLINA VEHICULOS POLICIA,ES PUERTA ENTRADA SL.,B12743431,431.04,431.04,2014-04-23,RPPA
201400022726, 2014/N/170/132/22103/,FACT. 22  ENERO 14GASOLINA VEHICULOS POLICIA,ES PUERTA ENTRADA SL.,B12743431,467.99,467.99,2014-04-23,RPPA
201400022747, 2014/N/160/9200/22103/,GASOLINA NOTIFICADORES,ES PUERTA ENTRADA SL.,B12743431,20.69,20.69,2014-04-23,RPPA
201400022748, 2014/N/160/9200/22103/,GASOLINA NOTIFICADORES - HONDADIO,ES PUERTA ENTRADA SL.,B12743431,17.78,17.78,2014-04-23,RPPA
201400022709, 2014/N/240/170/22199/,FACT.NºA/798 DE FEBRERO 14* TRAVESAÑOS MADERA PARA ZONAS RECREATIVAS MEDIO AMBIENTE,"CESPED ARTIFICIAL CASTELLON SL ""CESPECAS""",B12767612,211.75,211.75,2014-04-23,RPPA
201400022706, 2014/N/240/171/210/,FACTURA Nº J14002 DE FEBRERO 2014* MANTENIMIENTO ZONAS VERDES Y AREAS CESPED ARTIFICIAL DEL 15-1 AL 14-2-14,"CONZESIONA 3000, S.L.",B12767695,32076.13,32076.13,2014-04-23,RPPA
201400022836, 2014/N/470/2335/213/,FACT.Nº 1400254 DE ENERO 14MATERIALES CONSERVACION HOGAR,SUALCE EQUIPAMIENTOS INTEGRALES SL.,B12857611,321.42,321.42,2014-04-23,RPPA
201400022833, 2014/N/320/430/22606/,CURSO PUBLICACION DIGITAL,SOLUCIONES CUATROOCHENTA SL,B12877445,1694.0,1694.0,2014-04-23,RPPA
201400022723, 2014/N/170/132/22799/,FACT. A-3400182  ENERO 14EQUIPAMIENTO M1 POLICIA,TEINSA S.L.,B46155719,1895.73,1895.73,2014-04-23,RPPA
201400022724, 2014/N/170/132/22799/,FACT. A-3400181  ENERO 14AMPLIACION M1 POLICIA,TEINSA S.L.,B46155719,553.12,553.12,2014-04-23,RPPA
201400022841, 2014/N/470/2335/22199/,FACT.Nº F1400913 DE FEBRERO 14GAVETAS COLOR ROJO HOGAR,"BROMATOS, S.L.",B46225959,83.13,83.13,2014-04-23,RPPA
201400022842, 2014/N/470/2335/22199/,FACT.Nº F1303294 DE MAYO 13COLCHON VISCOELASTICO HOGAR,"BROMATOS, S.L.",B46225959,202.07,202.07,2014-04-23,RPPA
201400022746, 2014/N/160/9200/22000/,ROTULADOR EDDING 8400 CD S NEGRO,OFFICE DEPOT S.L.,B80441306,32.91,32.91,2014-04-23,RPPA
201400023012, 2014/N/160/9200/22000/,24 CAIXES PAPER AYUNTAMENT,OFFICE DEPOT S.L.,B80441306,287.5,287.5,2014-04-23,RPPA
201400023013, 2014/N/160/9200/22000/,CAJA 5 PQ PAPEL OD EVERYDAY A4 80G,OFFICE DEPOT S.L.,B80441306,287.5,287.5,2014-04-23,RPPA
201400022733, 2014/N/160/9200/224/,FACT. Nº 00000000 DE DICIEMBRE 13 POLIZA OMRAES DEL 4/12/13  AL 29/05/14,GRUPO MAYO (CORREDURIA DE SEGUROS S.L.),B82457532,21.75,21.75,2014-04-23,RPPA
